mdb_source_id,data_type,entity_type,location.country_code,location.subdivision_name,location.municipality,provider,is_official,name,note,feed_contact_email,static_reference,urls.direct_download,urls.authentication_type,urls.authentication_info,urls.api_key_parameter_name,urls.latest,urls.license,location.bounding_box.minimum_latitude,location.bounding_box.maximum_latitude,location.bounding_box.minimum_longitude,location.bounding_box.maximum_longitude,location.bounding_box.extracted_on,status,features,redirect.id,redirect.comment
2367,gtfs,,BR,Ceará,Fortaleza,METROFOR,True,,,,,https://www.metrofor.ce.gov.br/wp-content/uploads/sites/32/2025/01/gtfs_metrofor.zip,0,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/br-ceara-metrofor-gtfs-2367.zip?alt=media,https://www.metrofor.ce.gov.br/gtfs/,,,,,2024-02-24T16:25:40+00:00,,,,
2368,gtfs-rt,tu,,,,Àrea Metropolitana de Barcelona (AMB),,,,,892,https://www.ambmobilitat.cat/transit/trips-updates/trips.bin,0,,,,https://www.amb.cat/en/web/area-metropolitana/dades-obertes/cataleg/detall/-/dataset/gtfs-real-time-bus-service/6332347/11692,,,,,,,,,
2369,gtfs-rt,sa,,,,Àrea Metropolitana de Barcelona (AMB),,,,,892,https://www.ambmobilitat.cat/transit/alerts/alerts.bin,0,,,,https://www.amb.cat/en/web/area-metropolitana/dades-obertes/cataleg/detall/-/dataset/gtfs-real-time-bus-service/6332347/11692,,,,,,,,,
2370,gtfs,,IT,Emilia-Romagna,Bologna,Trasporto Passeggeri Emilia-Romagna,,Marconi Express,,,,https://solweb.tper.it/web/tools/open-data/open-data-download.aspx?source=solweb.tper.it&filename=gtfsmex&version=20241223&format=zip,0,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-bologna-tper-marconi-gtfs-2370.zip?alt=media,https://solweb.tper.it/web/tools/open-data/open-data.aspx,,,,,2024-02-24T16:25:40+00:00,deprecated,,3041,
2371,gtfs,,IT,Emilia-Romagna,Ferrara,Trasporto Passeggeri Emilia-Romagna,True,Trasporto gomma Ferrara,,,,https://solweb.tper.it/web/tools/open-data/open-data-download.aspx?source=solweb.tper.it&filename=gommagtfsfe&version=20241220&format=zip,0,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-bologna-tper-ferrara-gtfs-2371.zip?alt=media,https://solweb.tper.it/web/tools/open-data/open-data.aspx,,,,,2024-02-24T16:25:40+00:00,deprecated,,3042,
2372,gtfs,,IT,Emilia-Romagna,Bologna,Trasporto Passeggeri Emilia-Romagna,True,Rete bus Bologna,,,,https://solweb.tper.it/web/tools/open-data/open-data-download.aspx?source=solweb.tper.it&filename=gommagtfsbo&version=20250220&format=zip,0,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-bologna-tper-bus-gtfs-2372.zip?alt=media,https://solweb.tper.it/web/tools/open-data/open-data.aspx,,,,,2024-02-24T16:25:40+00:00,deprecated,,3040,
2373,gtfs,,IT,Silicia,Palermo,AMAT Palermo S.P.A.,,,,r.caporrimo@amat.pa.it,,https://opendata.comune.palermo.it/js/server/uploads/dataset/gtfs/amat_gtfs.zip,0,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-sicilia-amat-palermo-spa-gtfs-2373.zip?alt=media,https://opendata.comune.palermo.it/opendata-dataset.php?dataset=1303,,,,,2024-02-24T16:25:40+00:00,,,,
2374,gtfs,,UA,Lviv Oblast,Lviv,Lvivavtodor,,,,,,https://track.ua-gis.com/gtfs/lviv/static.zip,0,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/ua-lviv-lvivavtodor-gtfs-2374.zip?alt=media,https://opendata.city-adm.lviv.ua/ne/dataset/lviv-public-transport-gtfs-real-time/resource/eb31a65b-a22b-44b1-83ce-41add24ae652?inner_span=True,,,,,2024-02-24T16:25:40+00:00,,,,
2375,gtfs-rt,tu,,,,Lvivavtodor,,,,,2374,https://track.ua-gis.com/gtfs/lviv/trip_updates,0,,,,https://opendata.city-adm.lviv.ua/ne/dataset/lviv-public-transport-gtfs-real-time/resource/d45fd95a-ffc9-45b1-be05-52012707d51f?inner_span=True,,,,,,,,,
2376,gtfs-rt,vp,,,,Lvivavtodor,,,,,2374,https://track.ua-gis.com/gtfs/lviv/vehicle_position,0,,,,https://opendata.city-adm.lviv.ua/ne/dataset/lviv-public-transport-gtfs-real-time/resource/d45fd95a-ffc9-45b1-be05-52012707d51f?inner_span=True,,,,,,,,,
2377,gtfs,,ME,,,Željeznički prevoz Crne Gore,,,,,,https://jbb.ghsq.de/gtfs/me-zpcg.gtfs.zip,0,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/me-zpcg-gtfs-2377.zip?alt=media,https://jbb.ghsq.de/kde/2024/02/25/Call-for-feeds-Make-your-region-available-in-our-open-transit-router.html,,,,,2024-02-24T16:25:40+00:00,,,,
2378,gtfs-rt,tu,,,,Verkehrsverbund Berlin-Brandenburg (VBB),,,,,782,https://production.gtfsrt.vbb.de/data,0,,,,https://www.vbb.de/vbb-services/api-open-data/safira-daten/,,,,,,,,,
2379,gtfs,,CA,Québec,Sorel-Tracy,Société de transport collectif de Pierre-De Saurel,,,,info@stcpierredesaurel.ca,,https://zenbus.net/gtfs/static/download.zip?dataset=pierre-de-saurel,0,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/ca-quebec-sorel-tracy-stc-gtfs-2379.zip?alt=media,,,,,,2024-02-24T16:25:40+00:00,,,,
2380,gtfs-rt,tu|sa|vp,,,,Société de transport collectif de Pierre-De Saurel,,,,,2379,https://zenbus.net/gtfs/rt/poll.proto?dataset=pierre-de-saurel,0,,,,,,,,,,,,,
2381,gtfs,,TR,Isparta,Isparta,Isparta Özel Halk Otobüsleri,,,,,,https://ots.kentekspress.com.tr/gtsf/4_gtfs.zip,0,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/tr-isparta-bus-gtfs-2381.zip?alt=media,,,,,,2024-02-24T16:25:40+00:00,,,,
2382,gtfs-rt,tu,,,,SĮ 'Susisiekimo paslaugos',,Vilnius Transport,,,1044,https://www.stops.lt/vilnius/trip_updates.pb,0,,,,,,,,,,,,,
2383,gtfs-rt,vp,,,,SĮ 'Susisiekimo paslaugos',,Vilnius Transport,,,1044,https://www.stops.lt/vilnius/vehicle_positions.pb,0,,,,,,,,,,,,,
2384,gtfs-rt,sa,,,,SĮ 'Susisiekimo paslaugos',,Vilnius Transport,,,1044,https://www.stops.lt/vilnius/service_alerts.pb,0,,,,,,,,,,,,,
2385,gtfs,,LT,,,B-Bus,,"Transrevis, Vlasava",,,,https://www.stops.lt/LVA/lva/gtfs.zip,0,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/lt-bbus-gtfs-2385.zip?alt=media,,,,,,2024-02-24T16:25:40+00:00,,,,
2386,gtfs,,FR,Nouvelle Aquitaine,,Nouvelle-Aquitaine Mobilités,,Agrégat des réseaux urbains et interurbains,,,,https://www.pigma.org/public/opendata/nouvelle_aquitaine_mobilites/publication/naq-aggregated-gtfs.zip,0,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/fr-nouvelle-aquitaine-aggregate-gtfs-2386.zip?alt=media,https://transport.data.gouv.fr/datasets/arrets-horaires-et-parcours-theoriques-des-reseaux-nva-mobilite-agreges-1,,,,,2024-02-24T16:25:40+00:00,,,,
2387,gtfs,,PL,Podkarpackie,Rzeszów,Zarząd Transportu Miejskiego Rzeszów (ZTM Rzeszów),,,,,,https://mkuran.pl/gtfs/rzeszow.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/pl-podkarpackie-zarzad-transportu-miejskiego-rzeszow-ztm-rzeszow-gtfs-2387.zip?alt=media,,,,,,2022-03-17T19:50:18+00:00,,,,
2388,gtfs-rt,sa,,,,Prazska integrovana doprava (PID)),,,,,767,https://api.golemio.cz/v2/vehiclepositions/gtfsrt/alerts.pb,0,,,,,,,,,,,,,
2389,gtfs,,CA,British Columbia,,Hullo Ferries,,,,,,https://hullo.com/gtfs/gtfs-hullo.zip,0,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/ca-bc-hullo-ferries-gtfs-2389.zip?alt=media,,,,,,2024-02-24T16:25:40+00:00,,,,
2390,gtfs,,CO,Sucre,Sincelejo,Metro Sabanas,,Ruta del Corazon,,cdsgg1@gmail.com,,https://drive.usercontent.google.com/uc?id=1Zld_syGjp3y6dnY0d9Ly-2btT22x-rbY&export=download,0,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/co-sucre-sincelejo-metro-sabanas-gtfs-2390.zip?alt=media,,,,,,2024-02-24T16:25:40+00:00,deprecated,,2407,
2391,gtfs-rt,vp,,,,Prazska integrovana doprava (PID)),,,,,767,https://api.golemio.cz/v2/vehiclepositions/gtfsrt/vehicle_positions.pb,0,,,,https://pid.cz/o-systemu/opendata/,,,,,,,,,
2392,gtfs-rt,tu,,,,Prazska integrovana doprava (PID)),,,,,767,https://api.golemio.cz/v2/vehiclepositions/gtfsrt/trip_updates.pb,0,,,,,,,,,,,,,
2393,gtfs,,DE,Baden-Wuttemberg,,NVBW - Nahverkehrsgesellschaft Baden-Württemberg mbH,,Aggregate feed for Baden-Württemberg,,,,https://www.nvbw.de/fileadmin/user_upload/service/open_data/fahrplandaten_mit_liniennetz/bwgesamt.zip,0,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-baden-wuttemberg-nvbw-gtfs-2393.json.zip?alt=media,https://www.nvbw.de/open-data/lizenz,,,,,2024-02-24T16:25:40+00:00,,,,
2394,gtfs,,US,California,Yosemite,Yosemite Area Regional Transportation System (YARTS),True,,,tickets@yarts.com,,https://www.planeteria.com/gtfs/yosemite-ca-us/yosemite-ca-us-gtfs.zip,0,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-yosemite-area-regional-transportation-system-yarts-gtfs-2394.zip?alt=media,,36.738144,37.980406,-120.515457,-118.964912,2022-03-14T20:11:49+00:00,,,,
2395,gtfs,,US,Colorado,,Via Mobility,,,,,,https://passio3.com/viaboulder/passioTransit/gtfs/google_transit.zip,0,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-colorado-via-mobility-gtfs-2395.zip?alt=media,,39.930438,40.0633309480155,-105.594805,-105.16944,2022-03-14T21:16:07+00:00,,,,
2396,gtfs-rt,sa,,,,Via Mobility,,,,,2395,https://passio3.com/viaboulder/passioTransit/gtfs/realtime/serviceAlerts,0,,,,,,,,,,,,,
2397,gtfs-rt,tu,,,,Via Mobility,,,,,2395,https://passio3.com/viaboulder/passioTransit/gtfs/realtime/tripUpdates,0,,,,,,,,,,,,,
2398,gtfs-rt,vp,,,,Via Mobility,,,,,2395,https://passio3.com/viaboulder/passioTransit/gtfs/realtime/vehiclePositions,0,,,,,,,,,,,,,
2399,gtfs,,PL,Górnośląsko-Zagłębiowska Metropolia,Katowice,ZTM Katowice,,,,,,https://github.com/gtfs-proxies/24-ZTM-Katowice/releases/latest/download/24-ZTM-Katowice.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/pl-katowice-ztm-gtfs-2399.zip?alt=media,,,,,,2022-03-23T18:44:40+00:00,,,,
2400,gtfs,,ES,Madrid,Fuenlabrada,Empresa Municipal de Transportes de Fuenlabrada (EMTF),True,,,emtf@emtf.es,,https://api.control.optibus.co/opendata/v1/gtfs?uid=c-5cfcd2d1,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/es-madrid-fuenlabrada-emtf-gtfs-2400.zip?alt=media,,,,,,2025-03-31T17:07:38+00:00,,,,
2401,gtfs-rt,tu,,,,Empresa Municipal de Transportes de Fuenlabrada (EMTF),True,,,emtf@emtf.es,2400,https://api.control.optibus.co/opendata/v1/gtfs-rt/trip-updates?uid=c-5cfcd2d1,0,,,,,,,,,,,,,
2402,gtfs-rt,vp,,,,Empresa Municipal de Transportes de Fuenlabrada (EMTF),True,,,emtf@emtf.es,2400,https://api.control.optibus.co/opendata/v1/gtfs-rt/vehicle-positions?uid=c-5cfcd2d1,0,,,,,,,,,,,,,
2403,gtfs-rt,sa,,,,Empresa Municipal de Transportes de Fuenlabrada (EMTF),True,,,emtf@emtf.es,2400,https://api.control.optibus.co/opendata/v1/gtfs-rt/alerts?uid=c-5cfcd2d1,0,,,,,,,,,,,,,
2404,gtfs,,FR,Riom Limagne et Volcans,,RLV Mobilités,True,,,,,https://static.data.gouv.fr/resources/donnees-gtfs-1/20241119-134820/gtfs-24-10-14-au-25-08-31.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/fr-occitanie-tum-gtfs-1893.zip?alt=media,https://transport.data.gouv.fr/datasets/horaires-rlv-mobilites,,,,,2025-03-31T21:28:10+00:00,,,,
2405,gtfs-rt,vp,,,,RLV Mobilités,True,,,,2404,https://proxy.transport.data.gouv.fr/resource/riom-rlv-mobilites-gtfs-rt-vehicle-position,0,,,,,,,,,,,,,
2406,gtfs-rt,tu,,,,RLV Mobilités,True,,,,2404,https://proxy.transport.data.gouv.fr/resource/riom-rlv-mobilites-gtfs-rt-trip-update,0,,,,,,,,,,,,,
2407,gtfs,,CO,Sucre,Sincelejo,Metro Sabanas,True,Ruta del Corazon,,cdsgg1@gmail.com,,https://raw.githubusercontent.com/davidgutierrez/GTFS/main/Sincelejo/GTFS.zip,0,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/co-sucre-sincelejo-metro-sabanas-gtfs-2407.zip?alt=media,,,,,,2024-02-24T16:25:40+00:00,,,,
2408,gtfs,,PT,Lisboa,Almada,"Metro Transportes do Sul, Metro Sul do Tejo",True,,,ccesar@mts.pt,,https://mts.pt/imt/MTS-20240129.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/pt-lisboa-metro-transportes-do-sul-gtfs-2408.zip?alt=media,https://nap-portugal.imt-ip.pt/nap/multimodalsupplydetail/200,,,,,2025-03-31T21:00:22+00:00,,,,
2409,gtfs-rt,sa,,,,Southeastern Pennsylvania Transportation Authority (SEPTA),True,SEPTA Rail,,,503,https://www3.septa.org/gtfsrt/septarail-pa-us/Service/rtServiceAlerts.pb,0,,,,https://www3.septa.org/developer/,,,,,,,,,
2410,gtfs-rt,sa,,,,Southeastern Pennsylvania Transportation Authority (SEPTA),True,SEPTA Bus,,,502,https://www3.septa.org/gtfsrt/septa-pa-us/Service/rtServiceAlerts.pb,0,,,,https://www3.septa.org/developer/,,,,,,,,,
2411,gtfs,,US,Virginia,,Loudoun County Transit,True,Flex,,trillium.support@optibus.com,,https://data.trilliumtransit.com/gtfs/loudouncounty-va-us/loudouncounty-va-us--flex-v2.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-virginia-loudoun-county-transit-gtfs-2411.zip?alt=media,http://virginia-gtfs.com/,,,,,2025-03-31T23:12:26+00:00,,,,
2412,gtfs,,US,Florida,Gainesville,Gainesville Regional Transit System,,,,,,http://go-rts.com/wp-content/uploads/2025/01/RTSGTFS_Spring2025.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-florida-gainesville-regional-transit-system-gtfs-2412.zip?alt=media,,,,,,2025-03-31T21:16:40+00:00,,,,
2413,gtfs,,US,Colorado,City of Golden,Colorado School Of Mines,True,,,trillium.support@optibus.com,,https://data.trilliumtransit.com/gtfs/cityofgolden-co-us/cityofgolden-co-us.zip,0,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-colorado-golden-gtfs-2413.zip?alt=media,,,,,,2025-03-31T15:34:52+00:00,,,,
2414,gtfs,,US,Iowa,Black Hawk County,Metropolitan Transit Authority of Black Hawk County,,,,,,https://data.trilliumtransit.com/gtfs/cedarfalls-ia-us/cedarfalls-ia-us.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-iowa-metropolitan-transit-authority-of-black-hawk-county-gtfs-2414.zip?alt=media,,,,,,2025-03-31T20:09:50+00:00,,,,
2415,gtfs,,US,Virginia,Radford,Radford Transit,True,,,trillium.support@optibus.com,,https://data.trilliumtransit.com/gtfs/radford-va-us/radford-va-us.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-virginia-radford-transit-gtfs-2415.zip?alt=media,,,,,,2025-03-31T15:27:12+00:00,,,,
2416,gtfs,,US,Massachusetts,,Pioneer Valley Transit Authority (PVTA),True,,,,,https://www.pvta.com/g_trans/google_transit.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-massachusetts-pioneer-valley-transit-authority-pvta-gtfs-2416.zip?alt=media,https://www.mass.gov/doc/developers-license-agreement-11132009/download,,,,,2025-03-31T23:17:52+00:00,,,,
2417,gtfs,,CA,,,Maritime Bus,True,,,trillium.support@optibus.com,,https://data.trilliumtransit.com/gtfs/maritimebus-ca/maritimebus-ca.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/ca-maritime-bus-gtfs-2417.zip?alt=media,,,,,,2025-03-31T23:17:52+00:00,,,,
2418,gtfs,,US,Oregon,Morrow County,Morrow County Public Transit,True,,,trillium.support@optibus.com,,https://oregon-gtfs.trilliumtransit.com/gtfs_data/morrowcounty-or-us/morrowcounty-or-us.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-oregon-morrow-county-gtfs-2418.zip?alt=media,,,,,,2025-03-31T23:17:52+00:00,,,,
2419,gtfs,,US,Alabama,Gadsen,City of Gadsen,True,COG Trolley Routes,,cvest@cityofgadsden.com,,https://coggis.cityofgadsden.com/Public/Transportion/COG_trips.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-alabama-gadsen-trolley-gtfs-2419.zip?alt=media,,,,,,2025-03-31T23:17:52+00:00,,,,
2420,gtfs,,US,Tennessee,,Muletown Trolley,True,,,info@sctdd.org,,https://www.sctdd.org/wp-content/uploads/2025/02/gtfs_muletown.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-tennessee-muletown-trolley-gtfs-2420.zip?alt=media,,,,,,2025-03-31T23:17:52+00:00,,,,
2421,gtfs,,US,Tennessee,,County Connection (CCCTA),True,,,,,https://countyconnection.com/GTFS/google_transit.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-county-connection-gtfs-2421.zip?alt=media,,,,,,2025-03-31T23:17:52+00:00,,,,
2422,gtfs-rt,vp,,,,Connecticut Transit,True,,,,553,https://cttprdtmgtfs.ctttrpcloud.com/TMGTFSRealTimeWebService/Vehicle/VehiclePositions.pb,0,,,,https://www.cttransit.com/about/developers/terms-of-use,,,,,,,,,
2423,gtfs-rt,tu,,,,Connecticut Transit,True,,,,553,https://cttprdtmgtfs.ctttrpcloud.com/TMGTFSRealTimeWebService/TripUpdate/TripUpdates.pb,0,,,,https://www.cttransit.com/about/developers/terms-of-use,,,,,,,,,
2424,gtfs-rt,sa,,,,Connecticut Transit,True,,,,553,https://cttprdtmgtfs.ctttrpcloud.com/TMGTFSRealTimeWebService/Alert/Alerts.pb,0,,,,https://www.cttransit.com/about/developers/terms-of-use,,,,,,,,,
2425,gtfs,,US,California,Santa Cruz,Santa Cruz Metro (SCMTD),True,,,gtfs@scmtd.com,,https://developer.scmetro.org/gtfs.zip,0,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-santa-cruz-metro-gtfs-2425.zip?alt=media,https://developer.scmetro.org/,,,,,2022-03-23T23:02:54+00:00,,fares-v1|fares-v2,,
2426,gtfs,,US,Georgia,,Xpress,True,,,openrecordsrequest@srta.ga.gov,,https://gamobility.info/wp-content/uploads/2025/02/Google_Transit.zip,0,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-georgia-xpress-gtfs-2426.zip?alt=media,,,,,,2025-02-05T21:36:50+00:00,,,,
2427,gtfs-rt,tu,,,,Butte Regional Transit (B-Line),True,,,,ntd-90208,https://planmyride.blinetransit.com/gtfsrealtime/GTFS_TripUpdates.pb,0,,,,,,,,,,,,,
2428,gtfs-rt,vp,,,,Butte Regional Transit (B-Line),True,,,,ntd-90208,https://planmyride.blinetransit.com/gtfsrealtime/GTFS_VehiclePositions.pb,0,,,,,,,,,,,,,
2429,gtfs-rt,sa,,,,Butte Regional Transit (B-Line),True,,,,ntd-90208,https://planmyride.blinetransit.com/gtfsrealtime/GTFS_ServiceAlerts.pb,0,,,,,,,,,,,,,
2430,gtfs,,US,Virginia,,Fredericksburg Regional Transit,True,,,,,https://www.fredericksburgva.gov/DocumentCenter/View/28958/FXBGO-GTFS-Q1-CY2025,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-virginia-fredericksburg-regional-transit-gtfs-2430.zip?alt=media,,38.196454723000045,38.481478354000046,-77.59978806399994,-77.40054099699995,2022-04-25T23:55:53+00:00,,,,
2431,gtfs,,FR,,,"Eurostar, Thalys, SNCF, DB ICE, DB Intercity, c2c Service, Chiltern Railways Service, First Great Western Service, Gatwick Express Service, East Coast, Heathrow Express Service, Hull Trains Service, East Midland Trains, Greater Anglia, London Midland, Southern Service, South Eastern Trains Service, South West Trains Service, Virgin Trains Service, Grand Central, Heathrow Connect, Thameslink, Great Northern, UK Rail (from SIDH), First ScotRail Service, GTR, Eurostar",True,,,,,https://gtfs.eurostar.com/assets/gtfs.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/fr-eurostar-gtfs-2431.json.zip?alt=media,https://transport.data.gouv.fr/datasets/eurostar-gtfs,,,,,2025-04-9T00:24:32+00:00,,,,
2432,gtfs,,US,Maryland,Frederick,Frederick County TransIT,True,,,support@passiotech.com,,https://passio3.com/frederick/passioTransit/gtfs/google_transit.zip,0,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-maryland-frederick-county-transit-gtfs-2432.zip?alt=media,,39.27394213,39.70535974,-77.66505541,-77.31736153,2022-03-16T17:24:54+00:00,,,,
2433,gtfs,,US,Colorado,Avon,Avon Transit,True,,,mobility@avon.org,,https://www.avon.org/DocumentCenter/View/25051/TownOfAvon_gtfs,0,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-colorado-avon-transit-gtfs-2433.zip?alt=media,https://creativecommons.org/licenses/by/4.0/,39.6039284878294,39.639706,-106.537655,-106.501871,2025-04-09T17:42:49+00:00,,,,
2434,gtfs,,US,Virginia,Arlington,Arlington Transit,True,Flex,,support+arlington-va-us@trilliumtransit.com,,https://data.trilliumtransit.com/gtfs/arlington-va-us/arlington-va-us--flex-v2.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-virginia-arlington-transit-flex-gtfs-2434.zip?alt=media,,,,,,2025-04-09T17:57:45+00:00,,,,
2435,gtfs,,US,Virginia,Roanoke,CORTRAN,True,Flex,,support+cortran-va-us@trilliumtransit.com,,https://data.trilliumtransit.com/gtfs/cortran-va-us/cortran-va-us--flex-v2.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-virginia-roanoke-cortran-flex-gtfs-2435.zip?alt=media,,,,,,2025-04-09T17:57:45+00:00,,,,
2436,gtfs,,US,Virginia,,Mountain Empire Transit,True,Flex,,support+mountainempire-va-us@trilliumtransit.com,,https://data.trilliumtransit.com/gtfs/mountainempire-va-us/mountainempire-va-us--flex-v2.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-virginia-mountain-empire-flex-gtfs-2436.zip?alt=media,,,,,,2025-04-09T17:57:45+00:00,,,,
2437,gtfs,,US,Virginia,,Valley Metro,True,Flex,,support+valleymetro-va-us@trilliumtransit.com,,https://data.trilliumtransit.com/gtfs/valleymetro-va-us/valleymetro-va-us--flex-v2.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-virginia-valley-metro-flex-gtfs-2437.zip?alt=media,,,,,,2025-04-09T17:57:45+00:00,,,,
2438,gtfs,,US,Virginia,Williamsburg,Williamsburg Area Transit Authority,True,Flex,,support+williamsburg-va-us@trilliumtransit.com,,https://data.trilliumtransit.com/gtfs/williamsburg-va-us/williamsburg-va-us--flex-v2.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-virginia-williamsburg-wata-flex-gtfs-2438.zip?alt=media,,,,,,2025-04-09T17:57:45+00:00,,,,
2439,gtfs,,US,Virginia,Warsaw,Bay Transit,True,Flex,,support+baytransit-va-us@trilliumtransit.com,,https://data.trilliumtransit.com/gtfs/baytransit-va-us/baytransit-va-us--flex-v2.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-virginia-warsaw-bay-transit-flex-gtfs-2439.zip?alt=media,,,,,,2025-04-09T17:57:45+00:00,,,,
2440,gtfs,,US,Virginia,Danville,Danville Transit,True,Flex,,trillium.support@optibus.com,,https://data.trilliumtransit.com/gtfs/danville-va-us/danville-va-us--flex-v2.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-virginia-danville-transit-flex-gtfs-2440.zip?alt=media,,,,,,2025-04-09T17:57:45+00:00,,,,
2441,gtfs,,US,Virginia,Petersburg,Petersburg Area Transit,True,Flex,,support+petersburg-va-us@trilliumtransit.com,,https://data.trilliumtransit.com/gtfs/petersburg-va-us/petersburg-va-us--flex-v2.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-virginia-petersburg-area-transit-flex-gtfs-2441.zip?alt=media,,,,,,2025-04-09T17:57:45+00:00,,,,
2442,gtfs,,US,Virginia,Pulaski,Pulaski Area Transit (PAT),True,Flex,,support+pulaski-va-us@trilliumtransit.com,,https://data.trilliumtransit.com/gtfs/pulaski-va-us/pulaski-va-us--flex-v2.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-virginia-pulaski-area-transit-flex-gtfs-2442.zip?alt=media,,,,,,2025-04-09T17:57:45+00:00,,,,
2443,gtfs,,US,Virginia,,RADAR,True,Flex,,support+radar-va-us@trilliumtransit.com,,https://data.trilliumtransit.com/gtfs/radar-va-us/radar-va-us--flex-v2.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-virginia-radar-flex-gtfs-2443.zip?alt=media,,,,,,2025-04-09T17:57:45+00:00,,,,
2444,gtfs,,US,Virginia,,STAR Transit,True,Flex,,support+startransit-va-us@trilliumtransit.com,,https://data.trilliumtransit.com/gtfs/startransit-va-us/startransit-va-us--flex-v2.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-virginia-star-transit-flex-gtfs-2444.zip?alt=media,,,,,,2025-04-09T17:57:45+00:00,,,,
2445,gtfs,,US,Virginia,,Virginia Regional Transit,True,Flex,,support+vatransit-va-us@trilliumtransit.com,,https://data.trilliumtransit.com/gtfs/vatransit-va-us/vatransit-va-us--flex-v2.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-virginia-regional-transit-flex-gtfs-2445.zip?alt=media,,,,,,2025-04-09T17:57:45+00:00,,,,
2446,gtfs,,US,Massachusetts,Cape Cod,Cape Cod Regional Transit Authority,True,Flex,,support+capecod-ma-us@trilliumtransit.com,,https://data.trilliumtransit.com/gtfs/capecod-ma-us/capecod-ma-us--flex-v2.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-massachusetts-cape-cod-rta-flex-gtfs-2446.zip?alt=media,,,,,,2025-04-09T17:57:45+00:00,,,,
2447,gtfs,,US,Virginia,,Mountain Lynx Transit,True,Flex,,support+districtthree-va-us@trilliumtransit.com,,https://data.trilliumtransit.com/gtfs/districtthree-va-us/districtthree-va-us--flex-v2.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-virginia-mountain-lynx-transit-flex-gtfs-2447.zip?alt=media,,,,,,2025-04-09T17:57:45+00:00,,,,
